"","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster"
"1",1,351349.273936845,6287342.88548791,327.272727272727,351619.594345573,6286922.2587215,0.00426652675367562,0.00426652675367562,"NPZ1"
"2",1,351349.273936845,6287342.88548791,327.272727272727,351484.434141209,6287132.5721047,0.00426652675367562,0.00426652675367562,"NPZ1"
"3",1,351349.273936845,6287342.88548791,327.272727272727,351349.273936845,6287342.88548791,0.00426652675367562,0.00426652675367562,"NPZ1"
"4",1,351349.273936845,6287342.88548791,327.272727272727,351214.113732481,6287553.19887112,0.00426652675367562,0.00426652675367562,"NPZ1"
"5",1,351349.273936845,6287342.88548791,327.272727272727,351078.953528117,6287763.51225433,0.00426652675367562,0.00426652675367562,"NPZ1"
"6",2,349493.273936845,6286234.88548791,294.545454545455,349948.089934522,6286027.17798141,0.00426652675367562,0.00426652675367562,"NPZ2"
"7",2,349493.273936845,6286234.88548791,294.545454545455,349720.681935684,6286131.03173466,0.00426652675367562,0.00426652675367562,"NPZ2"
"8",2,349493.273936845,6286234.88548791,294.545454545455,349493.273936845,6286234.88548791,0.00426652675367562,0.00426652675367562,"NPZ2"
"9",2,349493.273936845,6286234.88548791,294.545454545455,349265.865938006,6286338.73924116,0.00426652675367562,0.00426652675367562,"NPZ2"
"10",2,349493.273936845,6286234.88548791,294.545454545455,349038.457939168,6286442.59299441,0.00426652675367562,0.00426652675367562,"NPZ2"
"11",3,350421.273936845,6286788.88548791,327.272727272727,350691.594345573,6286368.2587215,0.00426652675367562,0.00426652675367562,"NPZ3"
"12",3,350421.273936845,6286788.88548791,327.272727272727,350556.434141209,6286578.5721047,0.00426652675367562,0.00426652675367562,"NPZ3"
"13",3,350421.273936845,6286788.88548791,327.272727272727,350421.273936845,6286788.88548791,0.00426652675367562,0.00426652675367562,"NPZ3"
"14",3,350421.273936845,6286788.88548791,327.272727272727,350286.113732481,6286999.19887112,0.00426652675367562,0.00426652675367562,"NPZ3"
"15",3,350421.273936845,6286788.88548791,327.272727272727,350150.953528117,6287209.51225433,0.00426652675367562,0.00426652675367562,"NPZ3"
"16",1,334877.273936845,6285680.88548791,65.4545454545455,334422.457939168,6285473.17798141,0.00232362334530215,0.00232362334530215,"HPZ1"
"17",1,334877.273936845,6285680.88548791,65.4545454545455,334649.865938006,6285577.03173466,0.00232362334530215,0.00232362334530215,"HPZ1"
